,title,url,author
22,Reliance's Jio Platforms says it will roll out 5G in second half of 2021,https://search.techcrunch.com/click/_ylt=AwrE1xjF0c1gzlkAGgKnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130117/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f12%2f08%2freliance-jio-platforms-says-it-will-roll-out-5g-in-india-in-second-half-of-2021%2f/RK=2/RS=qwEtbJFHodJOH.H2Cvnge14WIX8-,By Manish Singh
23,"Apple's iPhone 12 starts at $799, sporting 5G and a magnetic adapter",https://search.techcrunch.com/click/_ylt=AwrE1xjF0c1gzlkAHAKnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130117/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f10%2f13%2fthis-is-the-iphone-12%2f/RK=2/RS=J97DMa3n_FQr.8K5T5dt7526Fxg-,By Brian Heater
24,Samsung’s got a new budget 5G handset and a fitness tracker with a two-week battery,https://search.techcrunch.com/click/_ylt=AwrE1xjF0c1gzlkAHgKnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130117/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f09%2f02%2fsamsungs-got-a-new-budget-5g-handset-and-a-fitness-tracker-with-a-two-week-battery%2f/RK=2/RS=HkaLSiUK4acyqi0Tu1TyZfjhZEY-,By Brian Heater
25,Qualcomm Ventures invests in four 5G startups,https://search.techcrunch.com/click/_ylt=AwrE1xjF0c1gzlkAIAKnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130117/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f11%2f10%2fqualcomm-ventures-invests-in-four-5g-startups%2f/RK=2/RS=1i77YVCEzRL.BtoJgRm4RGqkh9o-,By Frederic Lardinois
26,Motorola gives its foldable Razr another go with the addition of a 5G model,https://search.techcrunch.com/click/_ylt=AwrE1xjF0c1gzlkAIgKnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130117/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f09%2f09%2fmotorola-gives-its-foldable-razr-another-go-with-the-addition-of-a-5g-model%2f/RK=2/RS=kciPMqhmVpAh3zoguiJiCGbWhno-,By Brian Heater
27,Startups Weekly: The US is finally getting serious about 5G,https://search.techcrunch.com/click/_ylt=AwrE1xjF0c1gzlkAJAKnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130117/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f08%2f15%2fstartups-weekly-the-us-is-finally-getting-serious-about-5g%2f/RK=2/RS=Hyey_XP1BR1HK8I9iAUrgaLuTIU-,By Eric Eldon
28,Atlanta area gets a 5G incubator courtesy of T-Mobile and Georgia Tech,https://search.techcrunch.com/click/_ylt=AwrE1xjF0c1gzlkAJgKnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130117/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2021%2f02%2f17%2fatlanta-area-gets-a-5g-incubator-courtesy-of-t-mobile-and-georgia-tech%2f/RK=2/RS=FejKeIJebjNppzEWNIxYPiBEcO4-,By Jonathan Shieber
29,The 4a and 5 will be Google’s first 5G-enabled Pixels,https://search.techcrunch.com/click/_ylt=AwrE1xjF0c1gzlkAKAKnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130117/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f08%2f03%2fthe-4a-and-5-will-be-googles-first-5g-enabled-pixels%2f/RK=2/RS=Yh.gFTFPUAc_ttWvrX02pwQRYQg-,By Brian Heater
30,WeLink raises $185M to deliver high-bandwidth wireless internet to the home using 5G,https://search.techcrunch.com/click/_ylt=AwrJ7FzI0c1gt9wAuZinBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130120/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2021%2f01%2f07%2fwelink-raises-185m-to-deliver-high-bandwidth-wireless-internet-to-the-home-using-5g%2f/RK=2/RS=8n2kq0cIF8EtsWb1FMbgdhG6_eI-,By Danny Crichton
31,China tops 110 million 5G users in less than a year,https://search.techcrunch.com/click/_ylt=AwrJ7FzI0c1gt9wAu5inBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130120/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f09%2f15%2fchina-tops-110-million-5g-users-in-less-than-a-year%2f/RK=2/RS=x5NAVTj_bGnIogLKyJTxDXeJRtY-,By Rita Liao
32,Cellwize raises $32M to help carriers and their partners adopt and run 5G services,https://search.techcrunch.com/click/_ylt=AwrJ7FzI0c1gt9wAvZinBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130120/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f11%2f09%2fcellwize-raises-32m-to-help-carriers-and-their-partners-adopt-and-run-5g-services%2f/RK=2/RS=LYdjVVhmh7V_zs2B9VJItWtTSN0-,By Ingrid Lunden
33,"UK U-turns on Huawei and 5G, giving operators until 2027 to rip out existing kit",https://search.techcrunch.com/click/_ylt=AwrJ7FzI0c1gt9wAv5inBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130120/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f14%2fuk-u-turns-on-huawei-and-5g-giving-operators-until-2027-to-rip-out-existing-kit%2f/RK=2/RS=cFHKfBuqRIrXdUoSAxLYTeFggNs-,By Natasha Lomas
34,Here are all the things Samsung announced at today’s Unpacked event,https://search.techcrunch.com/click/_ylt=AwrJ7FzI0c1gt9wAwZinBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130120/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f08%2f05%2fhere-are-all-the-things-samsung-announced-at-todays-unpacked-event%2f/RK=2/RS=DQfeFUOr6P83Zgxwx2vyJ5R5EZ4-,By Brian Heater
35,Q3 earnings find Apple and Google looking to the future for hardware rebounds,https://search.techcrunch.com/click/_ylt=AwrJ7FzI0c1gt9wAw5inBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130120/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f10%2f30%2fq3-earnings-find-apple-and-google-looking-to-the-future-for-hardware-rebounds%2f/RK=2/RS=.6O8U3rVheg5ikKNxPAr0UtYfUc-,By Brian Heater
36,Will Apple's spectacular iPhone 12 sales figures boost the smartphone industry in 2021?,https://search.techcrunch.com/click/_ylt=AwrJ7FzI0c1gt9wAxZinBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130120/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2021%2f01%2f28%2fwill-apples-spectacular-iphone-12-sales-figures-boost-the-smartphone-industry-in-2021%2f/RK=2/RS=qkqnhV_FKIiWtTxk33GIy.qEGlE-,By Brian Heater
37,Google Pixel 5 review: Keeping it simple,https://search.techcrunch.com/click/_ylt=AwrJ7FzI0c1gt9wAx5inBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130120/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f10%2f14%2fgoogle-keeps-it-simple-with-the-pixel-5%2f/RK=2/RS=3J.rzbysUq5Q5UP42wwQCLBm.lg-,By Brian Heater
38,"Gartner: Q3 smartphone sales down 5.7% to 366M, slicing COVID-19 declines in Q1, Q2",https://search.techcrunch.com/click/_ylt=AwrJ7FzI0c1gt9wAyZinBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130120/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f11%2f29%2fgartner-q3-smartphone-sales-down-5-7-to-366m-slicing-covid-19-declines-in-q1-q2%2f/RK=2/RS=WgFzJGAJmKwMUrl_FDlKsnJJQlg-,By Ingrid Lunden
39,Intel agrees to sell its NAND business to SK Hynix for $9 billion,https://search.techcrunch.com/click/_ylt=AwrJ7FzI0c1gt9wAy5inBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130120/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f10%2f19%2fintel-agrees-to-sell-its-nand-business-to-sk-hynix-for-9-billion%2f/RK=2/RS=G6VU5PYHm6gSvIFGvxwhUbsSlPQ-,By Catherine Shu
40,Samsung Galaxy Note 20 Ultra review,https://search.techcrunch.com/click/_ylt=AwrE1xzK0c1gfmoA3COnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130122/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f08%2f18%2fsamsung-galaxy-note-20-ultra-review%2f/RK=2/RS=TrR.suPVGyGuQi2YYnb7dbxubu8-,By Brian Heater
41,"Samsung Galaxy S21 Ultra review: Camera refinements are nice, but the price drop's the thing",https://search.techcrunch.com/click/_ylt=AwrE1xzK0c1gfmoA3iOnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130122/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2021%2f01%2f21%2fsamsung-galaxy-s21-review-come-for-the-price-drop-stay-for-the-camera%2f/RK=2/RS=jMZpgssCxdX2onviskWi6Wre_J0-,By Brian Heater
42,Global smartphone shipments expected to rebound 11% this year,https://search.techcrunch.com/click/_ylt=AwrE1xzK0c1gfmoA4COnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130122/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2021%2f02%2f03%2fglobal-smartphones-shipments-expected-to-rebound-11-this-year%2f/RK=2/RS=x8RXpUA80BtBhthYOx_amUNEszs-,By Brian Heater
43,Speed of Thought: The First 5G Visionaries,https://search.techcrunch.com/click/_ylt=AwrE1xzK0c1gfmoA4iOnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130122/RO=10/RU=https%3a%2f%2ftechcrunch.com%2fvideo%2fspeed-of-thought-the-first-5g-visionaries%2f/RK=2/RS=q3fnz8mgYPaFE2NAVo7yCUchd40-,By TC Video
44,Huawei says it's not a carmaker -- it wants to be the Bosch of China,https://search.techcrunch.com/click/_ylt=AwrE1xzK0c1gfmoA4yOnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130122/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2021%2f04%2f19%2fhuawei-auto-strategy%2f/RK=2/RS=75Ox214zdtUo0Nge0lfR9Sez4_A-,By Rita Liao
45,Google now has three mid-range Pixel phones,https://search.techcrunch.com/click/_ylt=AwrE1xzK0c1gfmoA5SOnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130122/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f10%2f01%2fgoogle-now-has-three-mid-range-pixel-phones%2f/RK=2/RS=LE7rdsjIYVc3y8d2jorUSXvbDjw-,By Brian Heater
46,What the iPhone 12 tells us about the state of the smartphone industry in 2020,https://search.techcrunch.com/click/_ylt=AwrE1xzK0c1gfmoA5yOnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130122/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f10%2f14%2fwhat-the-iphone-12-tells-us-about-the-state-of-the-smartphone-industry-in-2020%2f/RK=2/RS=7cMaNW8oiYCcY5LFeI7Qg6RdG.E-,By Brian Heater
47,Global smartphone market continues rebound with 26% Q1 bump,https://search.techcrunch.com/click/_ylt=AwrE1xzK0c1gfmoA6SOnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130122/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2021%2f06%2f07%2fglobal-smartphone-market-continues-rebound-with-26-q1-bump%2f/RK=2/RS=4xYU2.RpPan4CquqxVLpf33a5Gg-,By Brian Heater
48,What to expect from WWDC 2021,https://search.techcrunch.com/click/_ylt=AwrE1xzK0c1gfmoA6yOnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130122/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2021%2f06%2f04%2fwhat-to-expect-from-wwdc-2021%2f/RK=2/RS=j3v88Z7bPKQ.JXu6StRju0TtBQk-,By Brian Heater
49,China's drive to compete against Starlink for the future of orbital internet,https://search.techcrunch.com/click/_ylt=AwrE1xzK0c1gfmoA7SOnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130122/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2021%2f06%2f06%2fchinas-drive-to-compete-against-starlink-for-the-future-of-orbital-internet%2f/RK=2/RS=UeBPOSMbVi47hJzWXNSMrfj_KYg-,By Blaine Curcio
50,"Delivery, drones and DHL",https://search.techcrunch.com/click/_ylt=A0geKYzM0c1g8ZQAc7CnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130124/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2021%2f06%2f03%2frobotics-roundup-14%2f/RK=2/RS=IhY4MuCvFCQVSfGarS7iz94LZrg-,By Brian Heater
51,Facebook changes misinfo rules to allow posts claiming COVID-19 is man-made,https://search.techcrunch.com/click/_ylt=A0geKYzM0c1g8ZQAdbCnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130124/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2021%2f05%2f28%2ffacebook-covid-man-made-lab-theory%2f/RK=2/RS=eNPZBTSQCEVEVUIhI0jm8tVhqKw-,By Taylor Hatmaker
52,"JD.com, Meituan and Neolix to test autonomous deliveries on Beijing public roads",https://search.techcrunch.com/click/_ylt=A0geKYzM0c1g8ZQAd7CnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130124/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2021%2f05%2f25%2fmeituan-jd-com-and-neolix-begin-autonomous-deliveries-in-beijing%2f/RK=2/RS=L1f_ueDx5yiG2lGKuulro5AfFaA-,By Rita Liao
53,Gillmor Gang: Nothing was delivered,https://search.techcrunch.com/click/_ylt=A0geKYzM0c1g8ZQAebCnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130124/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2021%2f05%2f27%2fgillmor-gang-nothing-was-delivered%2f/RK=2/RS=f0x9JLxjR_NdDBlbWGr9pcbbfBI-,By Steve Gillmor
54,What to expect from Google’s all-virtual I/O,https://search.techcrunch.com/click/_ylt=A0geKYzM0c1g8ZQAe7CnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130124/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2021%2f05%2f14%2fwhat-to-expect-from-googles-all-virtual-i-o%2f/RK=2/RS=.DN_ufJa5zUxwGefBZOdc3q9ZQE-,By Brian Heater
